id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22245555,"Bright Room with Private Bathroom, Futon and Desk",3741381,Geeta,,"Woodridge, Fort Lincoln, Gateway",38.93727,-76.95884,Private room,25,31,19,2020-02-16,0.38,2,323,0,
34191748,"Sunny, Spacious Private Room and Private Bath",3741381,Geeta,,"Woodridge, Fort Lincoln, Gateway",38.9407,-76.96393,Private room,35,31,1,2019-08-21,0.03,2,363,0,
25920062,"Modern, cozy one-bedroom apartment on Capitol Hill",17038033,Savannah,,"Union Station, Stanton Park, Kingman Park",38.893,-76.9781,Entire home/apt,85,2,64,2020-03-12,1.71,1,15,0,
25967051,Historic Rowhouse near Navy Yard,6970679,Kay,,"Capitol Hill, Lincoln Park",38.87876,-76.98939,Private room,125,2,5,2018-08-26,0.11,6,0,0,
25968592,Private Dupont Studio w/Rooftop,78880061,Joseph,,"Dupont Circle, Connecticut Avenue/K Street",38.91535,-77.03844,Entire home/apt,129,2,34,2019-10-21,0.74,1,0,0,
25994846,"Spacious, Sunny Studio in Fantastic Location",35591034,Eva,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93534,-77.0382,Entire home/apt,94,4,1,2018-07-03,0.02,1,0,0,
26033668,PRO CLEANED! Captivating in Columbia Heights - PKG,46630199,Home Sweet City,,"Howard University, Le Droit Park, Cardozo/Shaw",38.92693,-77.02082,Entire home/apt,298,3,62,2021-06-13,1.37,75,0,8,
26098080,Sunny One Bedroom Near H St. Corridor!,4429843,Daria,,"Union Station, Stanton Park, Kingman Park",38.89433,-76.9779,Entire home/apt,80,3,2,2021-07-07,0.04,1,0,1,
26113114,TRAVEL INSPIRED URBAN RETREAT,39261377,Stefan,,"Hawthorne, Barnaby Woods, Chevy Chase",38.97278,-77.05476,Entire home/apt,335,5,42,2020-09-07,0.94,1,0,0,
26136688,Quiet room off of 14th street in Columbia Heights!,3734256,Talya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93608,-77.03178,Private room,70,2,3,2019-10-26,0.09,1,0,0,
26156490,Book Filled Urban Hideaway,23246212,Carl,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91211,-77.01101,Entire home/apt,165,2,4,2021-08-29,0.09,2,69,1,Hosted License: 5007242201000347
26190956,Classic DC Row House in exciting area,9974179,Eric,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92906,-77.02898,Private room,45,2,27,2019-07-14,0.6,1,0,0,
26231715,"Cozy, Whimsical, Airy Upstairs Apartment",3217863,Jan,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93399,-77.03666,Entire home/apt,75,2,12,2019-09-30,0.27,1,17,0,
26303427,Just like home,109502756,Malu,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93347,-77.03682,Entire home/apt,80,2,4,2018-10-02,0.09,1,0,0,
26305111,Georgetown Glam!,197537879,Heidi,,"Georgetown, Burleith/Hillandale",38.91194,-77.06992,Entire home/apt,757,2,29,2021-12-08,0.78,1,53,16,
26335586,Monthly rate condo in historic Mount Pleasant,10950165,Dan,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93338,-77.03828,Entire home/apt,80,28,7,2018-07-31,0.15,1,0,0,
26370669,(Female only) STUDIO APARTMENT Shared space,58291487,Seongkyung,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91891,-77.04396,Shared room,48,2,1,2018-07-21,0.02,1,0,0,
26388411,Brand New Luxury Boutique Apartment,56390798,Jon,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92889,-77.03641,Entire home/apt,70,3,6,2018-08-26,0.13,1,0,0,
26405153,Lrg 1 Bed English Bsmt Aprt in Row Home Near Metro,198556725,Daniel,,"Capitol Hill, Lincoln Park",38.88584,-76.98427,Private room,110,2,25,2020-08-30,0.6,4,336,0,
26448435,Warm smiles @ Shirley's Place,131272636,Shirley,,"Woodridge, Fort Lincoln, Gateway",38.92229,-76.96464,Private room,55,2,3,2019-05-19,0.08,2,0,0,
26470539,Enjoy DC like a local. Bed/bath + 2 full size beds,13967589,Juanita,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91716,-77.00586,Private room,80,2,79,2019-10-06,1.75,1,0,0,
26534528,Cozy Regal Residence near everything in DC!,52365903,Naomie,,"Brightwood Park, Crestwood, Petworth",38.95199,-77.01512,Entire home/apt,80,3,2,2019-04-28,0.04,1,0,0,
26561401,Capitol Hill View great area,199728235,Rhonda,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90349,-76.98491,Private room,150,2,0,,,1,0,0,
26608820,Newly-renovated 3-level Rowhouse~ Metro!,16750803,Xiao,,"Near Southeast, Navy Yard",38.87731,-76.98933,Private room,290,1,0,,,1,0,0,
26657704,Old Listing,200389115,Zachary,,"Dupont Circle, Connecticut Avenue/K Street",38.91551,-77.0398,Entire home/apt,85,1,15,2019-03-31,0.34,2,0,0,
26667228,Perfect Place with a perfect Location,200461899,Isabelle,,"West End, Foggy Bottom, GWU",38.89865,-77.05228,Entire home/apt,1500,3,0,,,1,0,0,
26667868,It was all a Dream - 1 BR 1 BA in the heart of DC,50295374,John,,"Shaw, Logan Circle",38.90941,-77.02127,Entire home/apt,60,2,16,2019-07-07,0.36,1,0,0,
26667912,"Central, sunny & spacious, 2 minutes from metro",1415466,Maria,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92295,-77.05468,Entire home/apt,115,3,0,,,2,0,0,
26672231,Take it Easy on the Spacious Deck in Tranquil Langdon,65145620,Sheryl,,"Brookland, Brentwood, Langdon",38.92647,-76.97372,Entire home/apt,259,1,95,2020-08-23,2.24,3,0,0,
26672828,*Luxe Lower Lvl Suite * Free WiFi * business ready,65145620,Sheryl,,"Brookland, Brentwood, Langdon",38.92423,-76.97301,Entire home/apt,149,2,48,2020-08-14,1.14,3,0,0,
26751053,Pleasant Condo Tucked Away in Residential Area,13973266,Melinda,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93375,-77.04282,Entire home/apt,150,3,4,2019-01-01,0.09,1,0,0,
26772360,"Colorful 1912 home perfect location, 4BR 2+BA",21422043,Allison,,"Dupont Circle, Connecticut Avenue/K Street",38.91644,-77.03973,Entire home/apt,550,2,64,2022-02-27,1.53,1,130,26,
26832387,"Nice, bright room steps from Capitol building",67202970,Sally,,"Capitol Hill, Lincoln Park",38.88905,-76.99687,Private room,90,2,5,2018-09-09,0.11,1,0,0,
26868484,"Boutique Lodge. For Business,vacation and disabled",202075543,Vivienne,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93283,-77.02628,Entire home/apt,128,2,21,2020-03-28,0.7,5,82,0,
26872090,Best Location on Capitol Hill-Steps to Metro !,9425273,Meg,,"Capitol Hill, Lincoln Park",38.88783,-76.99365,Entire home/apt,165,2,41,2022-03-06,0.97,2,26,16,
26919943,THIS IS NO LONGER AN ACTIVE LISTING. NO BOOKING,9376122,Cynthia,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91585,-77.03386,Entire home/apt,73,20,1,2018-08-30,0.02,1,89,0,
26954876,Room in Beautiful DC Home - Metro + Free Parking,55208038,Samuel,,"Douglas, Shipley Terrace",38.84737,-76.98319,Private room,40,4,31,2022-03-13,0.7,2,80,11,
26978483,Light-filled Capitol Hill rowhouse w/ parking,173127943,Paul,,"Union Station, Stanton Park, Kingman Park",38.89292,-76.9912,Entire home/apt,250,7,4,2019-08-06,0.09,1,12,0,
27021564,Dupont/Logan Circle Apartment (2 Cats in the home),18290143,Karlyn,,"Dupont Circle, Connecticut Avenue/K Street",38.91009,-77.03482,Entire home/apt,65,1,3,2018-08-24,0.07,1,0,0,
27029778,Private bedroom within a 10 minute walk to metro,6568297,Meli-Andrea,,"Brightwood Park, Crestwood, Petworth",38.94582,-77.02555,Private room,29,1,2,2018-07-24,0.04,1,0,0,
27139008,Anna's Place Studio Apartment in DC,146064286,Carol,,"Brightwood Park, Crestwood, Petworth",38.95655,-77.01604,Entire home/apt,80,1,76,2020-03-14,1.71,1,55,0,
27204453,Home Away From Home In One Of DC's Prime Locations,19041452,Kat,,"West End, Foggy Bottom, GWU",38.90629,-77.05142,Entire home/apt,78,1,3,2019-01-01,0.07,1,0,0,
27215574,Spacious Cozy Private Basement in Penn Branch,204954671,Joy,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87235,-76.95019,Private room,65,1,42,2018-12-14,0.95,1,0,0,
27230482,DC Studio near White House + Metro,7773563,Max,,"Dupont Circle, Connecticut Avenue/K Street",38.91537,-77.03726,Entire home/apt,119,2,33,2021-10-18,0.75,1,0,7,
27253703,Cozy and spacious 1 bedroom apt-Washington DC,4158215,Mira,,"Dupont Circle, Connecticut Avenue/K Street",38.91392,-77.04179,Entire home/apt,70,3,8,2019-03-25,0.18,1,0,0,
27356215,"Modern, Convenient Apartment with View",4577512,Gopal,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92962,-77.03434,Entire home/apt,73,1,3,2018-10-13,0.07,1,0,0,
27388970,Foggy Bottom Townhouse,47193817,Matthew,,"West End, Foggy Bottom, GWU",38.90131,-77.05218,Entire home/apt,189,2,3,2018-09-14,0.07,1,0,0,
27462354,Pet Friendly 1 Bed Petworth DC Apt with Laundry,206950762,Dele,,"Brightwood Park, Crestwood, Petworth",38.949039,-77.018738,Entire home/apt,69,31,32,2021-12-18,0.72,1,256,5,
27516283,Historic Alley House in Capitol Hill,19045968,Loraine,,"Capitol Hill, Lincoln Park",38.88112,-76.99612,Entire home/apt,150,2,10,2019-12-29,0.34,1,0,0,
27673532,Beautiful 3BR home in the center of everything.,208868290,Rachel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90513,-77.02634,Entire home/apt,245,2,50,2019-08-20,1.16,1,0,0,
27701276,Upscale D.C. apartment,53471438,Mary,,"North Cleveland Park, Forest Hills, Van Ness",38.94883,-77.06527,Entire home/apt,89,1,4,2018-10-21,0.09,1,0,0,
27704857,The Capitol Hill Carriage House,50084158,Stephen,,"Capitol Hill, Lincoln Park",38.88369,-77.00763,Entire home/apt,141,3,96,2022-01-10,2.26,2,68,21,
27719222,Serenity in SE DC,72102997,Sharon,,"Congress Heights, Bellevue, Washington Highlands",38.83107,-76.99438,Private room,65,3,1,2018-08-31,0.02,1,78,0,
27725608,A - Washington/Bloomingdale Row House (A - King),4066321,Travis,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91264,-77.01,Private room,56,1,145,2020-01-19,3.31,2,3,0,
27727526,Suite One on 'S' Southeast,209322653,Brenda,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86923,-76.97263,Entire home/apt,65,2,5,2019-10-28,0.12,1,0,0,
27829146,Unique Housing Option - Former Auto Body Shop - Parking At Front Door - Great Walkable Location - Blazing Fast Internet,10292686,Capitol Hill Stay,,"Union Station, Stanton Park, Kingman Park",38.89493,-76.99546,Entire home/apt,395,30,26,2021-12-25,0.75,24,0,11,
27919246,Retreat in the city! 3-levels with a rooftop deck!,3175142,Beatriz,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93568,-77.03054,Entire home/apt,225,2,39,2022-02-06,0.91,1,47,5,
27961592,Spacious Grand 3br/3bth with Patio by Trendy U St,106615219,Linda,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9176,-77.02718,Entire home/apt,230,3,17,2022-03-12,0.4,2,29,1,
28034997,Solar powered townhouse for rent,10367964,Sharyn,,"Dupont Circle, Connecticut Avenue/K Street",38.9162,-77.04229,Entire home/apt,149,2,2,2018-11-08,0.05,4,0,0,
28045560,2BR Garden Apt Near Hipster Restaurant Row,8262089,Sulee,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92691,-77.02747,Entire home/apt,95,2,11,2020-01-19,0.25,1,0,0,
28077493,PRIVATE ROOM/BATH IN BASEMENT OF AMAZING ROWHOUSE,157163731,Justin,,"Dupont Circle, Connecticut Avenue/K Street",38.91663,-77.0358,Private room,90,28,0,,,1,0,0,
28086005,"Harlem on 46th. Cozy, living space & private entry",43380200,Sheila,,"Capitol View, Marshall Heights, Benning Heights",38.89182,-76.93748,Private room,73,4,8,2019-11-14,0.18,1,88,0,
53268246,"35 p/day  walking to metro,close to white house DC",415899389,Chaohua,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86185,-76.94785,Private room,25,31,0,,,1,365,0,
50781398,2 BR Suite in Spacious Home,2592249,Kayanna,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90656,-76.9759,Private room,125,1,2,2021-09-23,0.26,4,7,2,
28126400,Stylish & Modern Apartment in Historic Neighborhood,7956327,Adam,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91926,-77.01179,Entire home/apt,173,3,184,2022-02-27,4.29,1,22,34,
28139783,Ivy Suite is a beautiful new construction row home,194417243,Todd,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.91379,-76.98623,Entire home/apt,250,60,49,2020-04-13,1.14,1,364,0,
28246200,Sunny Capitol Hill 2nd Floor Condo with Balcony,15834830,David And Alena,,"Union Station, Stanton Park, Kingman Park",38.89404,-76.98472,Entire home/apt,105,3,5,2018-11-19,0.12,1,0,0,
28275289,Charming Georgetown Apartment -  Private Entrance,149422920,Amy,,"Georgetown, Burleith/Hillandale",38.91143,-77.05732,Entire home/apt,125,3,44,2021-08-27,1.05,1,17,1,
28316665,The Red Sunset( Female Only),200421571,Rebecca,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92486,-77.02438,Private room,50,2,16,2021-10-03,0.37,2,360,4,
28403842,Comfy-New Renovated Lower Level near Capitol Hill,60541151,Saah,,Historic Anacostia,38.8648,-76.98081,Entire home/apt,64,2,68,2022-03-18,1.68,1,46,21,
28434873,The Sunflower Room (Female Only),200421571,Rebecca,,"Shaw, Logan Circle",38.91048,-77.03237,Private room,50,2,52,2022-03-13,1.23,2,163,18,
28458316,Master Bedroom in historic DC minutes from Capitol,43961276,Max,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92261,-77.00283,Private room,50,1,2,2018-10-05,0.05,1,0,0,
28458923,Large private bedroom in Shaw,44179123,Cody,,"Shaw, Logan Circle",38.90628,-77.01564,Private room,50,1,34,2018-12-28,0.8,2,0,0,
28481426,Milton's Place,179956839,Milton,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93666,-77.03241,Private room,58,1,80,2022-03-17,1.99,3,88,35,
28500848,Private Bedroom#3 @123 in  Trendy Bloomingdale,102274654,Rae,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91313,-77.01231,Private room,36,1,104,2022-02-25,2.51,6,35,24,
28523443,Comfortable Studio - Near To Dupont Circle!,148315026,Sezgin,,"Dupont Circle, Connecticut Avenue/K Street",38.91189,-77.04806,Entire home/apt,56,5,0,,,1,0,0,
28539640,Washington DC Convention center area apt Room#4,208747065,Abdo,,"Shaw, Logan Circle",38.90889,-77.02064,Private room,70,1,26,2019-06-07,0.61,7,242,0,
28548799,Washington DC convention centre area apt Room#6,208747065,Abdo,,"Shaw, Logan Circle",38.9075,-77.01984,Private room,71,2,80,2022-02-27,1.88,7,254,20,
28552105,Washington DC Convention center apt Room#3,208747065,Abdo,,"Shaw, Logan Circle",38.90938,-77.01938,Private room,75,2,10,2021-08-08,0.24,7,355,4,
28558280,Washington DC convention area apt Room #2,208747065,Abdo,,"Shaw, Logan Circle",38.90903,-77.01906,Private room,69,2,53,2021-12-01,1.25,7,293,8,
8923110,"Downtown Silver Spring, MD 20910",46660891,Murphy,,"Colonial Village, Shepherd Park, North Portal Estates",38.99017,-77.02839,Private room,65,2,0,,,2,363,0,
28559291,Washington DC Convention center Area APT Room#5,208747065,Abdo,,"Shaw, Logan Circle",38.90918,-77.0211,Private room,80,1,44,2021-09-25,1.06,7,344,9,
28566522,Washington DC Convention center area apt Room#7,208747065,Abdo,,"Shaw, Logan Circle",38.9108,-77.01968,Private room,71,2,52,2022-03-18,1.25,7,334,7,
28567329,Washington DC Convention center Area APT ROOM#9,208747065,Abdo,,"Shaw, Logan Circle",38.90886,-77.0209,Private room,70,2,55,2022-01-16,1.3,7,335,16,
28580560,Cozy Dupont Studio Apartment to Call Home!,160120,Emily,,"Dupont Circle, Connecticut Avenue/K Street",38.91534,-77.03715,Entire home/apt,300,2,11,2019-09-10,0.27,1,11,0,
28674028,80% Private Luxury Space. Rooftop Views. Pool.,203954799,Catherine,,"Near Southeast, Navy Yard",38.8734,-77.00204,Private room,299,28,27,2020-06-21,0.64,1,269,0,
28689800,"Sunny, Spacious Family Home 2 Blocks from Metro",216438202,Ben And Abbey,,"Capitol Hill, Lincoln Park",38.88611,-76.98077,Entire home/apt,449,3,20,2020-07-28,0.48,1,0,0,
28776973,Luxury 1 BR near H Street w/ patio,14900937,Alling,,"Union Station, Stanton Park, Kingman Park",38.90177,-77.00137,Entire home/apt,63,1,7,2019-06-07,0.17,1,0,0,
28786256,"Subletting snug, cozy little bedroom for October!",104853548,Natalie,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93175,-77.02292,Private room,25,14,0,,,1,0,0,
28865346,Cute + Cozy 1 bedroom -Near U St & CoHeight metro!,217630657,Grant,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9227,-77.0313,Entire home/apt,150,2,81,2022-03-14,1.95,1,332,26,
28867063,Biltmore DC luxury in Kalorama Ex-Large apartment,87819758,Linda,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9229,-77.0432,Entire home/apt,360,5,2,2021-04-07,0.16,1,293,1,
28914680,Charming DuPont Circle Studio Oasis,32544024,Bill,,"Dupont Circle, Connecticut Avenue/K Street",38.91605,-77.03876,Entire home/apt,100,1,1,2018-10-07,0.02,1,0,0,
28918619,The Capitol Choice on The Hill!!,206006529,Gwen,,"Capitol Hill, Lincoln Park",38.88856,-76.97665,Entire home/apt,236,3,57,2022-01-01,1.38,1,11,19,
28985370,Chic One Bedroom in Shaw / Logan Circle,10452082,Zachary,,"Shaw, Logan Circle",38.90635,-77.02917,Entire home/apt,145,3,5,2019-08-04,0.12,1,0,0,
29067075,Atlas House HUGE Private Basement,218993096,Leonard,,"Union Station, Stanton Park, Kingman Park",38.9012,-76.9969,Private room,96,1,65,2019-11-15,1.56,1,0,0,
29078153,Comfy 1BR in Spacious Admo Grouphouse! (Zoo/Metro),2505790,John,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.9273,-77.0553,Private room,179,5,1,2018-10-09,0.02,2,88,0,
29102755,"you stay while I'm away!  bed, bath, kitchen",84488875,Nai,,"Brightwood Park, Crestwood, Petworth",38.95621,-77.02036,Entire home/apt,40,2,5,2019-07-28,0.12,1,0,0,
29232359,Gorgeous studio with a view in vibrant area,2937766,Iciar,,"Brightwood Park, Crestwood, Petworth",38.94126,-77.01656,Entire home/apt,200,2,28,2021-09-10,0.7,1,163,2,
29259414,// HIP AREA \\ WALK TO UNION MARKET // PARKING,220442652,William,,"Union Station, Stanton Park, Kingman Park",38.90146,-76.99574,Entire home/apt,175,2,146,2022-03-12,3.5,1,128,37,
29279914,Adams Morgan Overlook,29056360,Kimberly,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91916,-77.04477,Entire home/apt,85,5,5,2019-06-23,0.12,1,0,0,
29313314,CozyCanna Inn (DC CANNA MEDITATION ALL INCLUSIVE),208759115,Mika’la,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87274,-76.97272,Private room,420,1,4,2020-03-10,0.1,1,365,0,
29364369,Private Bedrm#1 in Trendy Bloomingdale,102274654,Rae,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91207,-77.01393,Private room,40,1,91,2022-02-21,2.2,6,57,9,
29368718,"*The Seaton Suite* - Bright, Renovated 1BR, W/D",6671554,Alex,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91496,-77.0116,Entire home/apt,115,1,23,2020-08-30,0.58,1,0,0,
29440556,Good Vibes Luxury Queen,15483504,Chai,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.85698,-76.966,Private room,149,1,13,2022-02-27,0.41,2,81,4,
29515602,Modern private basement,14245214,Ruth,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9649,-77.00119,Entire home/apt,76,2,58,2021-10-25,1.43,1,129,4,
29547128,Private Two Bedroom Basement Unit,10723067,Yakob,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90264,-76.93452,Entire home/apt,85,3,39,2021-05-09,0.95,1,1,2,
29652760,Georgia apartment,217501892,Dagmawit,,"Brightwood Park, Crestwood, Petworth",38.93845,-77.02588,Entire home/apt,180,7,1,2019-05-13,0.03,2,0,0,
29696250,Logan Circle-White House-Le Diplomat-Whole Foods,7556137,Ted,,"Shaw, Logan Circle",38.91117,-77.02871,Entire home/apt,250,5,0,,,1,0,0,
29705539,Finest of Columbia Heights,39175326,Lisa,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93718,-77.03477,Entire home/apt,375,2,10,2019-10-26,0.25,1,81,0,
29716051,Modern condo 10 mins from central DC in Petworth,18578662,Chenfa,,"Brightwood Park, Crestwood, Petworth",38.94298,-77.01633,Private room,100,1,0,,,1,0,0,
29758904,Young Professional,21967236,A.J.,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.8925,-76.91095,Private room,65,1,4,2019-07-14,0.11,1,0,0,
29825417,The Castle on 22nd,224347328,Ben,,"Brookland, Brentwood, Langdon",38.92397,-76.97376,Entire home/apt,195,2,122,2022-03-18,3.11,1,52,36,
29832482,Large Comfortable Studio - Close to Downtown DC,28659755,Syedah Aroob,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93449,-77.03333,Entire home/apt,70,5,9,2022-01-02,0.22,1,16,3,
29846760,The Blue Room w/Private Bath,10110842,Laura,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93014,-77.0202,Private room,50,1,15,2019-09-02,0.37,2,0,0,
29847419,"Stay in the ""House of Cards"" neighborhood!",119547027,Zach,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91539,-77.01253,Entire home/apt,175,3,37,2021-11-14,1.07,1,0,8,
29919170,Charming Studio in Dupont,49276212,Kat,,"Dupont Circle, Connecticut Avenue/K Street",38.9143,-77.04321,Entire home/apt,60,2,3,2019-01-27,0.07,1,0,0,
29983047,PRO CLEANED! Capitol Hill Charmer-By Metro w PKG!,46630199,Home Sweet City,,"Union Station, Stanton Park, Kingman Park",38.89228,-76.98568,Entire home/apt,149,3,38,2020-07-27,0.99,75,36,0,
29984779,Eckington Guest Suite - 1BR,96456433,Jenna,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.915375,-77.00824,Entire home/apt,84,2,119,2021-11-20,3.09,16,16,14,"Hosted License: 5007242201000326
Unhosted License: 5007262201000327"
29991611,Bright & Warm Home Takoma Park DC,1229823,Aaron,,"Takoma, Brightwood, Manor Park",38.96559,-77.01276,Entire home/apt,120,4,3,2021-12-28,0.09,1,0,1,
30015023,Takoma/Kennedy Street Sweet Spot,3399216,Reid,,"Takoma, Brightwood, Manor Park",38.96761,-77.02396,Private room,49,1,8,2019-07-26,0.2,1,0,0,
30083374,LOCATION! Classical Townhouse (Sept Discount!),6539776,Francesco,,"Dupont Circle, Connecticut Avenue/K Street",38.91093,-77.04324,Entire home/apt,129,2,17,2021-01-02,0.43,1,0,0,
30086896,Central Apartment in Historic Row House,2636643,Michael,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91837,-77.03306,Entire home/apt,65,2,92,2021-05-10,2.3,1,0,1,
30089756,Cosy Bedroom in a House Near Rock Creek Park,4864871,Mila,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96177,-77.06104,Private room,70,6,8,2020-11-28,0.23,2,15,0,
30112712,Cozy Condo in Columbia Heights,36483089,Laura,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93369,-77.03472,Entire home/apt,75,2,22,2020-11-02,0.61,1,0,0,
30157545,Spacious rowhouse apartment - best location!,1719766,Danna,,"Dupont Circle, Connecticut Avenue/K Street",38.91679,-77.03857,Entire home/apt,95,5,1,2019-05-18,0.03,2,0,0,
30170844,Modern English Basement in Georgetown Row House,41170082,Blair & Benjamin,,"Georgetown, Burleith/Hillandale",38.90768,-77.06018,Entire home/apt,129,2,51,2020-01-25,1.28,1,0,0,
30184058,Bedroom in Dupont area steps away from Georgetown,21427026,Aminata,,"Georgetown, Burleith/Hillandale",38.90932,-77.05326,Private room,45,30,0,,,1,0,0,
30408547,Comfy Petworth Bedroom,171130617,Karen,,"Brightwood Park, Crestwood, Petworth",38.93881,-77.02609,Private room,40,20,0,,,1,0,0,
30417611,Bedroom w/ Private Bathroom in a New Townhouse,9711526,Jovita,,"Mayfair, Hillbrook, Mahaning Heights",38.89928,-76.94999,Private room,66,2,0,,,3,0,0,
6544390,Private Apt with Supreme Court View,21853201,Aria,,"Capitol Hill, Lincoln Park",38.89107,-77.00352,Entire home/apt,2500,1,138,2020-03-15,1.71,1,90,0,
30477318,1 bedroom apartment-The District by Hilton Club DC,144985799,Hisham,,"West End, Foggy Bottom, GWU",38.90565,-77.05051,Private room,269,3,1,2021-12-05,0.28,1,263,1,
30477781,Lovely Studio on 16th St. in Washington DC!,23720407,Robert,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92082,-77.03623,Entire home/apt,75,3,0,,,1,0,0,
9097,Adams Morgan Charm,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91966,-77.04306,Private room,42,2,112,2019-10-30,0.74,2,29,0,
9641,Sophisticated Logan Circle Loft,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.90927,-77.03471,Entire home/apt,193,2,157,2021-11-28,1.07,2,12,3,
14570,Downtown Spacious Bedroom & Private Bath,56646,Serge,,"Shaw, Logan Circle",38.90595,-77.02564,Private room,90,3,554,2019-08-21,3.75,1,0,0,
22453,Elegant Logan Circle Loft Share,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.91086,-77.03476,Shared room,95,2,108,2022-03-13,0.74,2,10,10,
25243,The Smithsonian Vacation House,104340,Wavely,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88107,-77.01891,Entire home/apt,379,1,27,2021-09-24,0.31,2,269,2,
107801,Heart of D.C. near Union Station!!,445901,DeeDee,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.89801,-76.97052,Entire home/apt,140,2,13,2017-08-09,0.14,1,0,0,
160148,"Dupont room; TemPurpedic bed, 3 min 2 metro",767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Private room,309,30,2,2015-05-20,0.02,5,365,0,
161913,X-tra large suite;3 min Wlk 2 Metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Private room,99,30,5,2015-08-10,0.06,5,365,0,
161922,Dupont 2-level Apt in 4-story historic townhouse,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Entire home/apt,149,60,1,2019-05-13,0.03,5,365,0,
